seed_id,variant,split,view,sketch_mode,motif,filter_kind,filter_kind_tags,output_slot_total,filter_total,evidence_total,join_path_total,ambiguous_count_star,output_column_recall_at_1,output_case_recall_at_1,output_column_recall_at_3,output_case_recall_at_3,output_column_recall_at_6,output_case_recall_at_6,filter_column_recall_at_1,filter_column_recall_at_3,evidence_table_recall_at_1,evidence_table_recall_at_4,gold_join_path_reachable_at_2,evidence_path_reachable_at_2,gold_join_path_reachable_at_3,evidence_path_reachable_at_3
spider__customers_and_invoices__01554,A,l0,full,fallback,FilterJoin,time,"['time', 'text']",4,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__customers_and_invoices__01554,A,l1,full,fallback,FilterJoin,time,"['time', 'text']",4,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__customers_and_invoices__01554,A,l2,full,fallback,FilterJoin,time,"['time', 'text']",4,1,1,1,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__customers_and_invoices__01561,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_invoices__01561,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_invoices__01561,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_invoices__01562,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_invoices__01562,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_invoices__01562,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_products_contacts__05659,A,l0,full,fallback,SimpleJoin,none,['none'],0,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_products_contacts__05659,A,l1,full,fallback,SimpleJoin,none,['none'],0,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_products_contacts__05659,A,l2,full,fallback,SimpleJoin,none,['none'],0,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_products_contacts__05664,A,l0,full,fallback,SimpleJoin,none,['none'],4,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_products_contacts__05664,A,l1,full,fallback,SimpleJoin,none,['none'],4,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_and_products_contacts__05664,A,l2,full,fallback,SimpleJoin,none,['none'],4,0,0,2,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_campaigns_ecommerce__04626,A,l0,full,fallback,FilterJoin,text,['text'],2,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__customers_campaigns_ecommerce__04626,A,l1,full,fallback,FilterJoin,text,['text'],2,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__customers_campaigns_ecommerce__04626,A,l2,full,fallback,FilterJoin,text,['text'],2,1,1,1,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__customers_campaigns_ecommerce__04631,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_campaigns_ecommerce__04631,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_campaigns_ecommerce__04631,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_card_transactions__00687,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_card_transactions__00687,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_card_transactions__00687,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_card_transactions__00688,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_card_transactions__00688,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__customers_card_transactions__00688,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__debate__01501,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__debate__01501,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,2,False,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__debate__01501,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,2,False,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__debate__01502,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],3,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__debate__01502,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],3,0,0,2,False,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__debate__01502,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],3,0,0,2,False,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__debate__01503,A,l0,full,fallback,FilterJoin,numeric,['numeric'],1,1,1,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__debate__01503,A,l1,full,fallback,FilterJoin,numeric,['numeric'],1,1,1,2,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__debate__01503,A,l2,full,fallback,FilterJoin,numeric,['numeric'],1,1,1,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__decoration_competition__04493,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04493,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04493,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04495,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04495,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04495,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04497,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04497,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__decoration_competition__04497,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__department_store__04729,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__department_store__04729,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__department_store__04729,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__department_store__04730,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__department_store__04730,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__department_store__04730,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__device__05068,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__device__05068,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__device__05068,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__driving_school__06657,A,l0,full,fallback,AggregationJoin,numeric,['numeric'],1,0,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__driving_school__06657,A,l1,full,fallback,AggregationJoin,numeric,['numeric'],1,0,1,1,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__driving_school__06657,A,l2,full,fallback,AggregationJoin,numeric,['numeric'],1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_government__06324,A,l0,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,2,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_government__06324,A,l1,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,2,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_government__06324,A,l2,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_government__06325,A,l0,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,2,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_government__06325,A,l1,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,2,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_government__06325,A,l2,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,2,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
spider__e_learning__03820,A,l0,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__e_learning__03820,A,l1,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_learning__03820,A,l2,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,1,1,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_learning__03821,A,l0,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__e_learning__03821,A,l1,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__e_learning__03821,A,l2,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,1,1,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__election__02766,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election__02766,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election__02766,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election__02767,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election__02767,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election__02767,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01181,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01181,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01181,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01183,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01183,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01183,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01184,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01184,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__election_representative__01184,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entertainment_awards__04607,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entertainment_awards__04607,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entertainment_awards__04607,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entertainment_awards__04609,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entertainment_awards__04609,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entertainment_awards__04609,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,2,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02273,A,l0,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02273,A,l1,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02273,A,l2,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02274,A,l0,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02274,A,l1,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02274,A,l2,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02279,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02279,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02279,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02280,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02280,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__entrepreneur__02280,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__epinions_1__01700,A,l0,full,fallback,AggregationJoin,numeric,['numeric'],1,1,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__epinions_1__01700,A,l1,full,fallback,AggregationJoin,numeric,['numeric'],1,1,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__epinions_1__01700,A,l2,full,fallback,AggregationJoin,numeric,['numeric'],1,1,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__epinions_1__01711,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__epinions_1__01711,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__epinions_1__01711,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__epinions_1__01714,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__epinions_1__01714,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__epinions_1__01714,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__farm__00034,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__farm__00034,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__farm__00034,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__farm__00035,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__farm__00035,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__farm__00035,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__film_rank__04130,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__film_rank__04130,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__film_rank__04130,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__film_rank__04131,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__film_rank__04131,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__film_rank__04131,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__flight_4__06883,A,l0,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
spider__flight_4__06883,A,l1,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,1,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
spider__flight_4__06883,A,l2,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
